trait_name,ontology mapable,"needed, not in ontologies",tissue,category,other_tags,nrow,description,Saatkamp_2018,TRY name,TRY number,TRY notes,TOP_trait,Top_identifier,Top_link,Top_link_date,NOTES,proposed_name_changes,workshop (or review),,
leaf_Ni_per_dry_mass,,,leaf,nutrient,,96,Leaf nickel (Ni) content per unit leaf dry mass,,Leaf nickel (Ni) content per leaf dry mass,261,NA,leaf nickel content per leaf dry mass,TOP461,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_nickel_content_per_leaf_dry_mass,2020,,nutrient_leaf_Ni_content_per_dry_mass,,chemical >element/nutrient,
leaf_P_per_area,,,leaf,nutrient,,97,Leaf phosphorus (P) content per unit leaf area,,Leaf phosphorus (P) content per leaf area,51,NA,leaf phosphorus content per leaf area,TOP482,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_phosphorus_content_per_leaf_area,2020,,nutrient_leaf_P_content_per_area,,chemical >element/nutrient,
leaf_P_per_dry_mass,,,leaf,nutrient,,98,Leaf phosphorus (P) content per unit leaf dry mass,,Leaf phosphorus (P) content per leaf dry mass,15,NA,leaf phosphorus content per leaf dry mass,TOP463,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_phosphorus_content_per_leaf_dry_mass,2020,,nutrient_leaf_P_content_per_dry_mass,,chemical >element/nutrient,
leaf_phenol_content_per_dry_mass,,,leaf,nutrient,chemical_defence,NA,NA,,Litter (leaf) phenols content per leaf litter dry mass,956,NA,NA,NA,NA,Not in TOP,,chemical_leaf_phenol_content_per_dry_mass,,chemical > compound,
leaf_phenology,,,leaf,life history,,99,Variable indicating whether a plant has deciduous versus evergreen leaves; different types of deciduousness included as trait values,,Leaf phenology type,37,NA,whole plant vegetative phenology,TOP700,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Phenology,20210518,deciduous/evergreen/overwintering_green/spring_green/summer_gree,leaf_phenology,,life_history??,
leaf_photosynthetic_nitrogen_use_efficiency_maximum,,,leaf,physiology,gas_exchange; photosynthetic,102,Ratio of photosynthesis (CO2 assimilation rate) to leaf nitrogen content at saturating light conditions but ambient CO2 conditions,,"Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE",135,NA,NA,NA,NA,Not in TOP,,leaf_photosynthetic_nitrogen_use_efficiency_maximum,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
leaf_photosynthetic_nitrogen_use_efficiency_saturated,,,leaf,physiology,gas_exchange; photosynthetic,101,Ratio of photosynthesis (CO2 assimilation rate) to leaf nitrogen content at saturating light and CO2 conditions,,"Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE",135,NA,NA,NA,NA,Not in TOP,,leaf_photosynthetic_nitrogen_use_efficiency_saturated,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
leaf_photosynthetic_phosphorus_use_efficiency_maximum,,,leaf,physiology,gas_exchange; photosynthetic,105,Ratio of photosynthesis (CO2 assimilation rate) to leaf phosphorus content at saturating light conditions but ambient CO2 conditions,,NA,NA,NA,NA,NA,NA,Not in TOP,,leaf_photosynthetic_phosphorus_use_efficiency_maximum,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
leaf_photosynthetic_phosphorus_use_efficiency_saturated,,,leaf,physiology,gas_exchange; photosynthetic,104,Ratio of photosynthesis (CO2 assimilation rate) to leaf phosphorus content at saturating light and CO2 conditions,,NA,NA,NA,NA,NA,NA,Not in TOP,,leaf_photosynthetic_phosphorus_use_efficiency_saturated,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
leaf_PRI,,,leaf,physiology,light_interaction,NA,"The photochemical reflectance index measures plant responses to stress, by indicating changes in carotenoid pigments in live foliage.",,NA,NA,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
leaf_reflectance,,,leaf,physiology,light_interaction,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
leaf_reflectance_near_infrared,,,leaf,physiology,light_interaction,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
leaf_relative_water_content_at_turgor_loss_point,,,leaf,physiology,plant_hydraulics,NA,NA,,NA,NA,NA,leaf relative water content,TOP47 (in part),https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_relative_water_content,2020,,,(water transport review),physiology > water_transport,
leaf_relative_water_content_predawn,,,leaf,physiology,plant_hydraulics,NA,NA,,NA,NA,NA,leaf relative water content,TOP47 (in part),https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_relative_water_content,2020,,,(water transport review),physiology > water_transport,
leaf_S_per_dry_mass,,,leaf,nutrient,,107,Leaf sulphur (S) content per unit leaf dry mass,,Leaf sulfur (S) content per leaf dry mass,262,NA,leaf sulfur content per leaf dry mass,TOP466,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_sulfur_content_per_leaf_dry_mass,2020,,nutrient_leaf_S_content_per_dry_mass,,chemical >element/nutrient,
leaf_Se_per_dry_mass,,,leaf,nutrient,,NA,NA,,Leaf selenium (Se) content per leaf dry mass,263,NA,NA,NA,NA,Not in TOP,,nutrient_leaf_Se_content_per_dry_mass,,chemical >element/nutrient,
leaf_shape,,,leaf,morphology,,109,Leaf shape,,Leaf shape,154,NA,leaf form,TOP225,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_form,20210519,,leaf_shape,MTS/leaf traits,morphology > leaf,
leaf_Si_per_dry_mass,,,leaf,nutrient,,NA,NA,,Leaf silicon (Si) content per leaf dry mass,264,NA,leaf silicon content per leaf dry mass,TOP465,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_silicon%20content%20per%20leaf%20dry%20mass,20210518,,nutrient_leaf_Si_content_per_dry_mass,,chemical >element/nutrient,
leaf_soluable_starch_per_mass,,,leaf,nutrient,molecular,NA,NA,,Leaf starch content per leaf dry mass,505,NA,NA,NA,NA,Not in TOP,,chemical_leaf_soluable_starch_content_per_??_mass,,chemical > compound,need to verify if dry vs fresh mass
leaf_soluable_sugars_per_mass,,,leaf,nutrient,molecular,NA,NA,,Leaf sugar content per leaf dry mass,506,NA,leaf sugar content per leaf dry mass ,TOP919,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_sugar_content_per_leaf_dry_mass,20210519,does soluable sugar = sugar?,chemical_leaf_soluable_sugar_content_per_??_mass,,chemical > compound,
leaf_specific_conductivity,,,leaf,physiology,plant_hydraulics,110,The ratio of hydraulic conductance of a segment to leaf area,,Leaf area-specific conductivity (leaf specific conductivity),928,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > conductivity,
leaf_tannin_per_dry_mass,,,leaf,nutrient,molecular; chemical_defence,NA,NA,,Leaf tannin content per leaf dry mass,148,NA,NA,NA,NA,Not in TOP,,chemical_leaf_tannin_content_per_dry_mass,,chemical > compound,
leaf_thickness,,,leaf,morphology,,112,Thickness of the leaf lamina,,Leaf thickness,46,NA,leaf thickness,TOP20,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_thickness,2020,,leaf_thickness,MTS/leaf traits,biomass > mass_or_size,
leaf_total_non-structural_carbohydrates_per_area,,,leaf,nutrient,molecular,NA,NA,,NA; same as starch?,NA,NA,NA,NA,NA,Not in TOP,,chemical_leaf_total_non-structural_carbohydrate_content_per_area,,chemical > compound,
leaf_total_non-structural_carbohydrates_per_mass,,,leaf,nutrient,molecular,NA,NA,,NA; same as starch?,NA,NA,NA,NA,NA,Not in TOP,,chemical_leaf_total_non-structural_carbohydrate_content_per_??_mass,,chemical > compound,need to verify if dry vs fresh mass
leaf_transmission,,,leaf,physiology,light_interaction,NA,NA,,Leaf light transmittance,535,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
leaf_transpiration,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,Leaf transpiration rate per leaf area,111,NA,NA,NA,NA,Not in TOP,,leaf_transpiration_rate_per_area_ambient,(gas exchange/fluor minor review),physiology > gas_exchange > transpiration,
leaf_transpiration_at_Amax,,,leaf,physiology,gas_exchange; photosynthetic,115,Rate of water loss from leaf during Amax measurement,,Leaf photosynthetic A/Ci curve: transpiration rate per leaf area,3367,NA,NA,NA,NA,Not in TOP,,leaf_transpiration_rate_per_area_maximum,(gas exchange/fluor minor review),physiology > gas_exchange > transpiration,
leaf_transpiration_at_Asat,,,leaf,physiology,gas_exchange; photosynthetic,116,Rate of water loss from leaf during Asat measurement,,Leaf transpiration rate per leaf area,111,NA,NA,NA,NA,Not in TOP,,leaf_transpiration_rate_per_area_saturated,(gas exchange/fluor minor review),physiology > gas_exchange > transpiration,
leaf_turgor_loss_point,,,leaf,physiology,plant_hydraulics,117,Water potential at which a leaf loses turgor,,Leaf water & osmotic potential: leaf osmotic potential at turgor loss,189,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
leaf_type,,,leaf,morphology,,118,Broad definitions of leaf type,,Leaf type,43,NA,leaf form,TOP225,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_form,20210519,imperfect match; TOP trait also part of leaf_shape,leaf_type,MTS/leaf traits,morphology > leaf,
leaf_water_content_per_area,,,leaf,allocation,plant_hydraulics,119,The ratio of the mass of water in a leaf relative to its surface area,,NA,NA,NA,NA,NA,NA,Not in TOP,,leaf_water_content_per_area,,biomass > allocation,
leaf_water_content_per_dry_mass,,,leaf,allocation,plant_hydraulics,NA,NA,,Leaf water content per leaf dry mass (not saturated),14,NA,NA,NA,NA,Not in TOP,,leaf_water_content_per_dry_mass,,biomass > allocation,
leaf_water_content_per_fresh_mass,,,leaf,allocation,plant_hydraulics,NA,NA,,Leaf water content per leaf dry mass (at saturation),3122,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_water_content_per_fresh_mass,,biomass > allocation,
leaf_water_content_per_saturated_mass,,,leaf,allocation,plant_hydraulics,NA,NA,,Leaf water content per leaf dry mass (at saturation),3122,NA,NA,NA,NA,Not in TOP,,leaf_water_content_per_saturated_mass,,biomass > allocation,
leaf_width,,,leaf,morphology,,121,The longest width axis of a leaf; orthogonal to its length,,Leaf width,145,NA,leaf width,TOP17,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_width,2020,,leaf_width,MTS/leaf traits,biomass > mass_or_size,
leaf_work_to_punch,,,leaf,morphology,mechanical,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_work_to_punch,(minor review),morphology > mechanical,
leaf_work_to_punch_adjusted,,,leaf,morphology,mechanical,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_work_to_punch_adjusted,(minor review),morphology > mechanical,
leaf_work_to_shear,,,leaf,morphology,mechanical,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_work_to_shear,(minor review),morphology > mechanical,
leaf_work_to_shear_adjusted,,,leaf,morphology,mechanical,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_work_to_shear_adjusted,(minor review),morphology > mechanical,
leaf_work_to_tear,,,leaf,morphology,mechanical,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_work_to_tear,(minor review),morphology > mechanical,
leaf_work_to_tear_adjusted,,,leaf,morphology,mechanical,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_work_to_tear_adjusted,(minor review),morphology > mechanical,
leaf_xylem_delta15N,,,leaf,physiology,isotope,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,isotope_delta15N_leaf_xylem,,physiology > stable_isotope_signature,
leaf_Zn_per_dry_mass,,,leaf,nutrient,,122,Leaf zinc (Zn) content per unit leaf dry mass,,Leaf zinc (Zn) content per leaf dry mass,268,NA,leaf zinc content per leaf dry mass,TOP467,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_zinc_content_per_leaf_dry_mass,2020,,nutrient_leaf_Zn_content_per_dry_mass,,chemical >element/nutrient,
life_form,,,whole_plant,life history,,123,Raunkiaer classification; Categorical classification of plants according to shoot-apex or bud protection,,Plant life form (Raunkiaer life form),343,NA,whole plant life form,TOP210,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_life_form,20210518,,,,life_history > whole_plant,
life_history,,,whole_plant,life history,,124,Categorical description of plant's life history,,Plant lifespan (longevity),59,NA,NA,NA,NA,Not in TOP,,,,life_history > whole_plant,
lifespan,,,whole_plant,life history,,125,"Broad categories of plant life span, in years",,Plant lifespan (longevity),12,NA,whole plant life span,TOP255,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_life_span,20210518,,,,life_history > whole_plant,
lower_cuticle_thickness,,,leaf,morphology,cellular_scale,NA,NA,,"	Leaf cuticula thickness",716,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_cuticle_thickness_abaxial,,morphology > cellular,??use abaxial/adaxial or upper_surface/lower_surface
lower_hypodermis_thickness,,,leaf,morphology,cellular_scale,NA,NA,,Leaf hypodermis thickness,806,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_hypodermis_thickness_abaxial,,morphology > cellular,??use abaxial/adaxial or upper_surface/lower_surface
lower_palisade_cell_thickness,,,leaf,morphology,cellular_scale,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_palisade_cell_thickness_abaxial,,morphology > cellular,??use abaxial/adaxial or upper_surface/lower_surface
modified_NDVI,,,whole_plant,physiology,light_interaction,126,"modified normalized difference vegetation index (modified NDVI), based on Landsat data",,NA,NA,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
modulus_of_elasticity_bark,,,bark,physiology,plant_hydraulics,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport,
modulus_of_elasticity_stem,,,stem,physiology,plant_hydraulics,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport,
modulus_of_elasticity_xylem,,,stem,physiology,plant_hydraulics,NA,NA,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport,
modulus_of_rupture,,,stem,physiology,plant_hydraulics,128,A measure of the force required to rupture xylem vessel,,"Wood mechanical property: flexual stiffness, elasticity, rupture",1226,"similar, not identical",NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport,
N_to_P_ratio,,,leaf,nutrient,,130,Ratio of N to P dry mass,,Leaf nitrogen/phosphorus (N/P) ratio,56,NA,NA,NA,NA,Not in TOP,,nutrient_leaf_NP_ratio,,chemical >element/nutrient,
nitrogen_fixing,,,whole_plant,nutrient,,129,Binary variable describing whether or not a plant hosts a nitrogen-fixing bacteria,,Plant nitrogen(N) fixation capacity,8,NA,NA,NA,NA,Not in TOP,,,,life_history > whole_plant,
osmotic_potential,,,leaf,physiology,plant_hydraulics,131,Potential for water to move across a semi-permeable membrane based on solute concentration,,Leaf water & osmotic potential: leaf water potential,983,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
osmotic_potential_at_full_turgor,,,leaf,physiology,plant_hydraulics,NA,NA,,Leaf water & osmotic potential: leaf osmotic potential at full turgor,188,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
palisade_cell_length,,,leaf,morphology,cellular_scale,132,Length of individual palisade cells,,NA,NA,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_palisade_cell_length,,morphology > cellular,
palisade_cell_width,,,leaf,morphology,cellular_scale,133,Width of individual palisade cells,,NA,NA,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_palisade_cell_width,,morphology > cellular,
palisade_layer_number,,,leaf,morphology,cellular_scale,134,Number of layers of palisade cells,,NA,NA,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_palisade_layer_number,,morphology > cellular,
parasitic,,,whole_plant,life history,,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,life_history > whole_plant,
pendulous_leaves,,,leaf,morphology,,NA,NA,,"Leaf angle (inclination, orientation)",3,"similar, not identical",NA,NA,NA,Not in TOP,,leaf_pendulous,MTS/leaf traits,morphology > leaf,
photosynthetic_bark,,,bark,physiology,photosynthetic,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
photosynthetic_pathway,,,whole_plant,physiology,photosynthetic,135,Type of photosynthetic pathway displayed by plants,,Leaf photosynthesis pathway,22,NA,NA,NA,NA,Not in TOP,,,,life_history > whole_plant,
photosynthetic_rate_per_area_ambient,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,Leaf photosynthesis rate per leaf area,53,NA,leaf photosynthetic rate per leaf area,TOP357,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_photosynthetic_rate_per_leaf_area,20210519,single photosynthesis trail,leaf_photosynthetic_rate_per_area_ambient,(gas exchange/fluor minor review),physiology > gas_exchange > photosynthesis,
photosynthetic_rate_per_area_maximum,,,leaf,physiology,gas_exchange; photosynthetic,137,"Rate at which a plant consumes carbon dioxide through photosynthesis at saturating light conditions but ambient CO2 conditions, normalised to leaf area",,Leaf photosynthesis rate per leaf area,53,NA,leaf photosynthetic rate per leaf area,TOP357,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_photosynthetic_rate_per_leaf_area,20210519,single photosynthesis trail,leaf_photosynthetic_rate_per_area_maximum,(gas exchange/fluor minor review),physiology > gas_exchange > photosynthesis,
photosynthetic_rate_per_area_saturated,,,leaf,physiology,gas_exchange; photosynthetic,138,"Rate at which a plant consumes carbon dioxide through photosynthesis at saturating light and CO2 conditions, normalised to leaf area",,Leaf photosynthesis rate per leaf area,53,NA,leaf photosynthetic rate per leaf area,TOP357,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_photosynthetic_rate_per_leaf_area,20210519,single photosynthesis trail,leaf_photosynthetic_rate_per_area_saturated,(gas exchange/fluor minor review),physiology > gas_exchange > photosynthesis,
photosynthetic_rate_per_dry_mass_maximum,,,leaf,physiology,gas_exchange; photosynthetic,140,"Maximum rate at which a plant consumes carbon dioxide through photosynthesis at saturating light conditions but ambient CO2 conditions, normalised to leaf dry mass",,Leaf photosynthesis rate per leaf dry mass,40,NA,leaf photosynthetic rate per leaf dry mass,TOP359,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_photosynthetic_rate_per_leaf_dry_mass,20210519,single photosynthesis trail,leaf_photosynthetic_rate_per_dry_mass_maximum,(gas exchange/fluor minor review),physiology > gas_exchange > photosynthesis,
photosynthetic_rate_per_dry_mass_saturated,,,leaf,physiology,gas_exchange; photosynthetic,141,"Maximum rate at which a plant consumes carbon dioxide through photosynthesis at saturating light and CO2 conditions, normalised to leaf dry mass",,Leaf photosynthesis rate per leaf dry mass,40,NA,leaf photosynthetic rate per leaf dry mass,TOP359,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_photosynthetic_rate_per_leaf_dry_mass,20210519,single photosynthesis trail,leaf_photosynthetic_rate_per_dry_mass_saturated,(gas exchange/fluor minor review),physiology > gas_exchange > photosynthesis,
physical_defence,,,whole_plant,morphology,,NA,NA,,"Shoot emergences (pubescence, hairs, spines, thorns)",1255 & 1256 & 677),"similar, not identical",NA,NA,NA,Not in TOP,,leaf_physical_defence,MTS/leaf traits,morphology > leaf,
plant_growth_form,,,whole_plant,morphology,,142,"Different growth forms displayed by plants, including both standard plant growth form descriptors (tree, shrub, etc.) and specific plant characteristics (i.e. patristic)",,Plant growth form,42,NA,whole plant growth form,TOP136,https://top-thesaurus.org/annotationInfo?viz=1&trait=Plant%20growth%20form,20210518,just tree/shurb/herb,,(growth form; regen),life_history > whole_plant,
plant_height,,,whole_plant,morphology,,143,Vegetative plant height,,Plant height vegetative,3106,NA,whole plant height vegetative,TOP69,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_height_vegetative,20210518,,plant_height_maximum,MTS/leaf traits,biomass > mass_or_size,
plant_type_by_resource_use,,,whole_plant,life history,environmental_tolerance,NA,NA,,Species tolerance to salt; Species tolerance to drought,1254; 595,other traits as well,NA,NA,NA,Not in TOP,,,(environmental tolerance),life_history > environmental_tolerance,
plant_width,,,whole_plant,morphology,,144,The width of the plant canopy,,Crown (canopy) width,325,NA,NA,NA,NA,Not in TOP,,plant_width_maximum,,biomass > allocation,
ploidy,,,reproductive,life history,molecular,NA,NA,,Species genotype: chromosome ploidy,222,NA,whole plant chromosome number,TOP241,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_chromosome_number,20210518,,reproductive_genome_ploidy,,life_history ??,
pollination_syndrome,,,reproductive,life history,,NA,NA,,Pollination syndrome,29,NA,flower pollination syndrome,TOP333,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Flower_pollination_syndrome,20210518,,,seed and fruit traits,life_history > reproductive > pollination,
pollination_system,,,reproductive,life history,,NA,NA,,Pollination syndrome,29,"similar, not identical",NA,NA,NA,Not in TOP,related to TOP333,,seed and fruit traits,life_history > reproductive > pollination,(combine with pollination_syndrome - heirarchical)
regen_strategy,,,reproductive,life history,fire_response,146,Different regeneration strategies displayed by plants. Trait values include both generic terms (i.e. vegetative) and quite specific ones (i.e. wood rootstock),,Plant vegetative reproduction: clonal growth organ; Plant vegetative regeneration capacity,356; 344,NA,whole plant storage organ,TOP166,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_storage_organ,20210518,slightly different trait - I like theirs,,fire response,life_history > whole_plant,or life_history > reproductive
reproductive_light_environment_index,,,whole_plant,life history,environmental_tolerance,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,(environmental tolerance),life_history > environmental_tolerance,
reproductive_maturity,,,whole_plant,life history,,NA,NA,,"Age of plants at reproductive maturity, by category. For several big compilations with fire response data, this is neitherthe time to first flowering, nor to first seed set, but instead reproductive maturity refers to a seed load or a group of suckers sufficient to replace the adult population.",NA,NA,NA,NA,NA,Not in TOP,,,fire response,life_history > reproductive,rework as numeric min-max ranges
resorption_leaf_N,,,leaf,nutrient,,147,Nitrogen resorption from leaves,,NA,NA,NA,NA,NA,NA,Not in TOP,,nutrient_resorption_leaf_N,,chemical >element/nutrient,
resorption_leaf_P,,,leaf,nutrient,,148,Phosphorus resorption from leaves,,NA,NA,NA,NA,NA,NA,Not in TOP,,nutrient_resorption_leaf_P,,chemical >element/nutrient,
resprouting_proportion_individuals,,,whole_plant,life history,fire_response,NA,NA,,Plant resprouting capacity,819,NA,NA,NA,NA,Not in TOP,,,fire response,life_history > fire_response,
resprouting_strength,,,whole_plant,life history,fire_response,NA,NA,,Plant resprouting capacity,819,NA,NA,NA,NA,Not in TOP,,,fire response,life_history > fire_response,
root_C_per_dry_mass,,,root,nutrient,,NA,NA,,Root carbon (C) content per root dry mass,84,NA,root carbon content per root dry mass,TOP713,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Root_carbon_content_per_root_dry_mass_trait,20210519,,nutrient_root_C_content_per_dry_mass,,chemical >element/nutrient,
root_delta13C,,,root,physiology,isotope,NA,NA,,Root carbon (C) isotope signature (delta 13C),90,NA,NA,NA,NA,Not in TOP,,isotope_delta13C_root,,physiology > stable_isotope_signature,
root_delta15N,,,root,physiology,isotope,NA,NA,,Root nitrogen (N) isotope signature (delta 15N),81,NA,NA,NA,NA,Not in TOP,,isotope_delta15N_root,,physiology > stable_isotope_signature,
root_distribution_coefficient,,,root,allocation,,NA,NA,,Root evenness of dry mass vertical distribution,3033,NA,NA,NA,NA,Not in TOP,,root_distribution_coefficient,,biomass > allocation,
root_dry_matter_content,,,root,allocation,,150,Root dry mass per unit root fresh mass,,Root dry mass per root fresh mass (root dry matter content; RDMC),785,NA,NA,NA,NA,Not in TOP,,root_dry_matter_content,,biomass > allocation,
root_fine_root_coarse_root_ratio,,,root,allocation,,NA,NA,,Fine root dry mass fraction that is taproot (taproot dry mass per fine root dry mass),2011,inverse,NA,NA,NA,Not in TOP,,,,biomass > allocation,
root_mass_fraction,,,whole_plant,allocation,,151,Fraction of plant dry mass comprised of root material,,Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass),470,NA,NA,NA,NA,Not in TOP,,,,biomass > allocation,
root_morphology,,,root,morphology,,152,"Categorical root descriptions sensu Cannon 1949, A Tentative Classification of Root Systems, Ecology, doi.org/10.2307/1932458",,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > root,
root_N_per_dry_mass,,,root,nutrient,,NA,NA,,Root nitrogen (N) content per root dry mass,80,NA,root nitrogen content per root dry mass,TOP723,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Root_nitrogen_content_per_root_dry_mass_trait,20210519,,nutrient_root_N_content_per_dry_mass,,chemical >element/nutrient,
root_shoot_ratio,,,whole_plant,allocation,,153,Ratio of root mass to shoot mass,,Root/shoot ratio,9,NA,NA,NA,NA,Not in TOP,,root_shoot_ratio,,biomass > allocation,
root_soluable_starch_per_mass,,,root,nutrient,molecular,NA,NA,,Root starch content per dry mass,3147,NA,NA,NA,NA,Not in TOP,,chemical_root_soluable_starch_content_per_mass,,chemical > compound,need to verify if dry vs fresh mass
root_soluable_sugars_per_mass,,,root,nutrient,molecular,NA,NA,,Root sugar content per root dry mass,662,NA,root sugar content per root dry mass,TOP921,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Root_sugar_content_per_root_dry_mass_trait,20210519,does soluable sugar = sugar?,chemical_root_soluable_sugar_content_per_mass,,chemical > compound,
root_structure,,,root,morphology,,154,Specific specialized types of root structures and root symbioses,,Mycorrhiza type,7,NA,NA,NA,NA,Not in TOP,,,,morphology > root,
root_wood_density,,,root,allocation,,155,"For root wood, the ratio of mass to volume, yielding density",,Root tissue density (root dry mass per root volume),82,NA,NA,NA,NA,Not in TOP,,,,biomass > allocation,
root_xylem_delta15N,,,root,physiology,isotope,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,isotope_delta15N_root_xylem,,physiology > stable_isotope_signature,
salt_tolerance,,,whole_plant,physiology,environmental_tolerance,NA,NA,,Species tolerance to salt,1254,NA,plant populations salt indicator value according to Ellenberg,TOP200,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Ellenberg_salt_value,20210519,not an exact match,,(environmental tolerance),life_history > environmental_tolerance,
sapwood_specific_conductivity,,,stem,physiology,plant_hydraulics,156,"Describes the flow rate of water (kg/s) along a stem for a given drop in pressure (1/MPa), extremenormalised to the length of the segment (1/m)",,Wood (sapwood) specific conductivity (stem specific conductivity),NA,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > conductivity,
sapwood_specific_conductivity_theoretical,,,stem,physiology,plant_hydraulics,NA,NA,,Wood (sapwood) specific conductivity (stem specific conductivity),1096,"similar, not exact",NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > conductivity,
seed_breadth,,,reproductive; seed,morphology,,157,The shorter width axis of a seed; orthogonal to its length,,NA,NA,NA,seed thickness,TOP99,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_thickness,20210518,Seed/fruit breadth seems to be used much less frequently than thickness (or even height or depth). Curious why we're using breadth (it is in some online AU floras),reproductive_seed_thickness,seed and fruit traits,morphology > reproductive > seed,
